District,State Country,Location,Team #,Related team #'s,Most Recent Yr,Rookie Year,Lat/Lon,Accurate Coord,school name,Name,Notes,,,,,,
CSH,MD,"Upper Marlboro, MD ",6239,,2017,,,,,Landmark Properties/Steam Rising Incorporated/Single Point Construction/Schaeffer Photographer/NASA/Home Depot - Bowie&Family/Community ,,,,,,,
NC,NC,"Warrenton, NC ",6240,,2017,,,,,Warren County High & Warren Early College High & Warren New Tech High ,,,,,,,
,NY,"Lake Placid, NY USA",6300,,,,,,,NASA/NEW YORK TECH VALLEY FIRST SPONSORS & Northwood School,,,,,,,
,MA,"Taunton, MA USA",6301,,,,,,,SolidWorks&Bristol-Plymouth Voc Tech,,,,,,,
,TN,"Greeneville, TN USA",6302,,,,,,,Greeneville High School,,,,,,,
,China,"zhenjiang, 32 China",6304,,,,,,,"The Argosy Foundation/Zhenjiang Investment Consulting Co., Ltd&Zhenjiang Vocational & Technical College",,,,,,,
,CA,"Fresno, CA USA",6305,,,,,,,NASA & Clovis North High,,,,,,,
,TX,"San Antonio, TX USA",6306,,,,,,,DoD STEM-Restricted/Analytical Scientific&The Atonement Academy,,,,,,,
,GU,"Yigo, GU USA",6308,,,,,,,Saint Paul Christian School,,,,,,,
,GU,"Yigo, GU USA",6309,,,,,,,Saint Paul Christian School,,,,,,,
,AZ,"Scottsdale, AZ USA",6314,,,,,,,Employees of Microchip Technology/Boeing/DM Site Council /33 North Partners/Lewis Roca Rothgerber Christie/DMHS PTO&Desert Mountain High School,,,,,,,
,TX,"Laredo, TX USA",6315,,,,,,,Texas Workforce Commission&Harmony Science Academy - Laredo,,,,,,,
,IA,"Davenport, IA USA",6317,,,,,,,NASA/John Deere/STEM Innovators & West High School,,,,,,,
,WI,"Freedom, WI USA",6318,,,,,,,Freedom Area School District/Metal Products/Baum Machine/Ricos/Eagle Plastics/Subway&Freedom High,,,,,,,
,Mexico,"AHOME, SIN Mexico",6319,,,,,,,TECMILENIO CAMPUS LOS MOCHIS,,,,,,,
,IA,"Manchester, IA USA",6320,,,,,,,"Iowa Governor's STEM Advisory Council/Royal Alliance Monaghan Financial Services, LTD. /Maquoketa Valle Coop/Loecke Building Services/Simon's Feed/Regional Medical Center/FIRST&West Delaware High School",,,,,,,
,TX,"Leander, TX USA",6321,,,,,,,NASA/Texas Workforce Commission/Leander Educational Excellence Foundation/Leander ISD/SolidWorks/FIRST in Texas/Integrated Metal Products & Rouse H S,,,,,,,
,FL,"Orange Park, FL USA",6322,,,,,,,Orange Park High School & Oakleaf High School,,,,,,,
,Canada-ON,"Burlington, ON Canada",6323,,,,,,,Halton District School Board/JMP Engineering/ABC Group/L3 Wescam/Douglas Dental Care/UPS Battery Inc./Procor&Dr. Frank J Hayden Secondary School,,,,,,,
,NH,"Salem, NH USA",6324,,,,,,,Salem High School,,,,,,,
,GA,"Alpharetta, GA USA",6325,,,,,,,Georgia Robotics Alliance/Big Blue Saw/Siemens /STREM HQ & Family/Community,,,,,,,
,MD,"Baltimore, MD USA",6326,,,,,,,NASA/Maryland Space Business Roundtable/Stanley Black & Decker/Sylvan Learning Center/Abell Foundation/Open Works/Baltimore Robotics Center & National Academy Foundation & Paul Laurence Dunbar High & Mergenthaler Vocational-Technical High & Western High,,,,,,,
,PA,"Media, PA USA",6327,,,,,,,NASA/4-H of Delaware County/Penn State/The Eastern Pennsylvania Robotics Alliance & Family/Community,,,,,,,
,MA,"Littleton, MA USA",6328,,,,,,,NASA/Littleton Electic Light & Water Departments/iRobot & Littleton STEM Education Foundation,,,,,,,
,ME,"Bucksport, ME USA",6329,,,,,,,"NASA/Robotics Institute of Maine/Northeast Cable Construction/IDEX/Maine Maritime Academy/Foster & Company LLP, Certified Public Accountants/Orland Pump Repair and Drain Cleaning/MELMAC/The Jellison Family/The Ginn Family/Alan Nelson&Bucksport High School",,,,,,,
,Canada-ON,"Mississauga, ON Canada",6330,,,,,,,ST. JOAN OF ARC CATHOLIC SECONDARY SCHOOL,,,,,,,
,Canada-ON,"Windsor, ON Canada",6331,,,,,,,Argosy Foundation/FCA /Certa Oppertune/Lowes Canada/REKO Tool and Mold&ECOLE SECONDAIRE L'ESSOR,,,,,,,
,NC,"Durham, NC USA",6332,,,,,,,"NASA/Mertek/Adam Dickinson/Alon Greyber, Emily Spero, Elizabeth Beyer, Ben Bartnik/Scott and Lori Resnick/Kontek/American Underground & Riverside High",,,,,,,
,CT,"Putnam, CT USA",6333,,,,,,,Putnam High School,,,,,,,
,VA,"Midlothian, VA USA",6334,,,,,,,"Luck Stone/J&A Innovations, LLC/KSA Interiors, LLC/Meridian &Institute for Science Technology Engineering & Math",,,,,,,
,MA,"Burlington, MA USA",6335,,,,,,,NASA & 4-H Youth Development Organization,,,,,,,
,Canada-ON,"Springwater, ON Canada",6336,,,,,,,Junior Optimist International,,,,,,,
,ME,"Pittsfield, ME USA",6337,,,,,,,Robotics Institute of Maine/Argosy Foundation&Maine Central Institute,,,,,,,
,MI,"Macomb, MI USA",6338,,,,,,,SS. Cyril & Methodius Homeschool Group,,,,,,,
,Canada-ON,"Sioux Lookout, ON Canada",6339,,,,,,,Pelican Falls Science Tech Club & PELICAN FALLS FIRST NATION HIGH SCHOOL,,,,,,,
,GA,"Atlanta, GA USA",6340,,,,,,,NASA/GE Power/ASYS Automation LLC & Marist School,,,,,,,
,GA,"Woodstock, GA USA",6341,,,,,,,"NASA/Towne Lake Optimist Club/Inalfa Roof Systems, Inc/Lowe's/Georgia Science Teachers Associations/Cherokee County Educational Foundation (CCEF)/Kronos Incorporated/Morgan's ACE Hardware & Etowah High School",,,,,,,
,Canada-ON,"Ancaster, ON Canada",6342,,,,,,,Bishop Tonnos Catholic Secondary School,,,,,,,
,WA,"Ridgefield, WA USA",6343,,,,,,,"Daimler Trucks North America/OSPI Washington/Boeing/M.J. Murdock Charitable Trust/SPEEA/Elkhart Plastics/Holbrook Concrete Construction, Inc/The Kirkelie Family/Tektronix/Applied Motion Systems/Mystic Escapes/The Stryker Family/The Holter Family/The Recker Family/The DeMay Family/Ridgefield School District&Ridgefield High School",,,,,,,
,MI,"Yale, MI USA",6344,,,,,,,Yale Senior High School,,,,,,,
,MI,"Watersmeet, MI USA",6345,,,,,,,Watersmeet Township School,,,,,,,
,CT,"Norwalk, CT USA",6346,,,,,,,Norwalk High School,,,,,,,
,Canada-ON,"Guelph, ON Canada",6347,,,,,,,ST. JAMES HIGH SCHOOL,,,,,,,
,Mexico,"COLIMA, COL Mexico",6348,,,,,,,ITESM PREPA TEC COLIMA,,,,,,,
,GA,"Albany, GA USA",6349,,,,,,,NASA & Albany High School,,,,,,,
,WA,"Enumclaw, WA USA",6350,,,,,,,Enumclaw Sr High School,,,,,,,
,Canada-AB,"Calgary, AB Canada",6351,,,,,,,Rundle College Jr./Sr. High School,,,,,,,
,AZ,"Peoria, AZ USA",6352,,,,,,,Toyota North America/Arizona Challenger Space Center/AZFirst/Steve Sanghi Family Foundation/James A Unruh Family Foundation/FRC Team Paradise 1165 Robotics Club/Bechtel&Family/Community,,,,,,,
,China,"Shanghai, 31 China",6353,,,,,,,Argosy Foundation/GitHub&No.2 High School of East China Normal University,,,,,,,
,China,"Shanghai, 31 China",6354,,,,,,,Shanghai Jiading No.1 High School,,,,,,,
,OH,"Cleveland, OH USA",6355,,,,,,,Buca-Sadowski Family/FIRST Robotics/Grace Church/NASA Glenn Research Center&Family/Community&Family/Community,,,,,,,
,China,"Shenzhen, 44 China",6356,,,,,,,Meta Academy,,,,,,,
,TX,"Dripping Springs, TX USA",6357,,,,,,,NASA/Thorlabs/Texas Workforce Commission/FIRST in Texas/Dripping Springs ISD & Dripping Springs H S,,,,,,,
,ID,"Buhl, ID USA",6358,,,,,,,Buhl High School,,,,,,,
,NE,"Aurora, NE USA",6359,,,,,,,NASA & Family/Community,,,,,,,
,China,"Quanzhou, 35 China",6360,,,,,,,Quanzhou No.5 Middle School & Quanzhou No.5 Middle School,,,,,,,
,China,"Shanghai, 31 China",6361,,,,,,,Shanghai Fengxian Shuguang High School,,,,,,,
,China,"Shanghai, 31 China",6362,,,,,,,Shanghai fengxian secondary specialized school,,,,,,,
,TX,"El Campo, TX USA",6363,,,,,,,First in Texas/Texas Workforce Commission /Argosy FRC Rookie Grant/EA Collins and Sons&El Campo H S,,,,,,,
,Canada-BC,"West Vancouver, BC Canada",6364,,,,,,,Microsoft Canada&WEST VANCOUVER SCHOOL DISTRICT 45&WEST VANCOUVER SECONDARY SCHOOL&ROCKRIDGE SECONDARY SCHOOL&ECOLE SENTINEL SECONDARY SCHOOL,,,,,,,
,China,"Shanghai, 31 China",6365,,,,,,,Shanghai Huangpu Teenagers Science and Technology Activity Center,,,,,,,
,SC,"Simpsonville, SC USA",6366,,,,,,,NASA/BOSCH LLC/Bosch Rexroth Corporation & Hillcrest High,,,,,,,
,MA,"Boston, MA USA",6367,,,,,,,NASA/Anchor Labs/H. E. Moore Corp. & Edward Brooke Charter School,,,,,,,
,TX,"McKinney, TX USA",6369,,,,,,,Argosy Foundation/Texas Workforce Commission/Best Buy McKinney/Emerson Process Management/Texas Instruments/Loews McKinney Store #2878/McKinney Lions Club&Family/Community,,,,,,,
,IA,"Spencer, IA USA",6371,,,,,,,Iowa Governor's STEM Advisory Council/Spencer Community Schools Foundation/Spencer Community School District&Spencer High School,,,,,,,
,AZ,"Gilbert, AZ USA",6372,,,,,,,"NASA/NXP Semiconductors N.V./Plasma Robotics, FRC Team 2403/Wireless Signal Solutions/Friends and Family of Chi-squared Robotics & Edu-Prize",,,,,,,
,TN,"Chattanooga, TN USA",6373,,,,,,,NASA/TVA/EPB & Chattanooga Robotics,,,,,,,
,China,"Nan Chong, 51 China",6374,,,,,,,Nanchong Robotics Association,,,,,,,
,China,"Beijing, 11 China",6375,,,,,,,The High School Affiliated to Renmin University of China (The Combined School ),,,,,,,
,China,"Shanghai, 31 China",6376,,,,,,,Fengxian Zhiyuan high school,,,,,,,
,TX,"Austin, TX USA",6377,,,,,,,NASA/3M/Microchip Technology/NXP/ATX Robotics&Home School,,,,,,,
,Canada-ON,"Mississauga, ON Canada",6378,,,,,,,STEPHEN LEWIS HIGH SCHOOL,,,,,,,
,IA,"Pleasant Hill, IA USA",6379,,,,,,,Iowa Governors STEM Advisory Council/John Deere&Southeast Polk High School,,,,,,,
,Turkey,"Istanbul, 34 Turkey",6380,,,,,,,V?ZYON KOLEJ?,,,,,,,
,WI,"Sheboygan, WI USA",6381,,,,,,,NASA & Family/Community & North High,,,,,,,
,CA,"Vista, CA USA",6382,,,,,,,NASA & Rancho Buena Vista High,,,,,,,
,China,"Shenzhen, 44 China",6383,,,,,,,??????????,,,,,,,
,Turkey,"Gokturk ISTANBUL, 34 Turkey",6384,,,,,,,Hisar School,,,,,,,
,China,"Jinhua, 33 China",6385,,,,,,,Jinhua Foreign Language School & Jinhua Aiqing High School & Jinhua No.1 High School & Jinhua No.4 Middle School,,,,,,,
,China,"GUANGZHOU, 44 China",6386,,,,,,,Toyota & CUYRA,,,,,,,
,Canada-ON,"Brampton, ON Canada",6387,,,,,,,Amazon /Penn Real Estate Group/TD bank&Family/Community,,,,,,,
,Turkey,"istanbul, 34 Turkey",6388,,,,,,,Eyübo?lu E?itim Kurumlar?,,,,,,,
,Canada-BC,"Surrey, BC Canada",6390,,,,,,,Microsoft/IBEW213/The Argosy Foundation &NORTH SURREY SECONDARY SCHOOL,,,,,,,
,MO,"Saint Louis, MO USA",6391,,,,,,,Ursuline Academy,,,,,,,
,China,"Chengdu, 51 China",6392,,,,,,,Jinan high school united,,,,,,,
,China,"Zhengzhou, 43 China",6393,,,,,,,???????-Vernier?China Shanghai?/Intel?China?/????/????????????&fujingwaixiao,,,,,,,
,China,"Suzhou, 32 China",6394,,,,,,,Suzhou Foreign Language School&futian,,,,,,,
,FL,"Pensacola, FL USA",6396,,,,,,,Pensacola Private School of Liberal Arts,,,,,,,
,Canada-ON,"York, ON Canada",6397,,,,,,,ARCHBISHOP ROMERO SECONDARY SCHOOL,,,,,,,
,CA,"Santa Paula, CA USA",6398,,,,,,,NASA & Santa Paula High,,,,,,,
,China,"JINAN, 37 China",6399,,,,,,,?????,,,,,,,
,MT,"Manhattan, MT USA",6400,,,,,,,Manhattan FIRST Robotics/FORMation Architecture/Sofie Family&Family/Community,,,,,,,
,NY,"New City, NY USA",6401,,,,,,,NASA & Clarkstown North Senior High School,,,,,,,
,Turkey,"?STANBUL, 34 Turkey",6402,,,,,,,KARTAL BELED?YES?/ONDER ASANSOR/ÖZMAKSAN/YAVUZLAR ALÜM?NYUM/ISUZU ANADOLU GRUBU/ÖNDER ASANSÖR/KARTAL BELED?YES?&ATALAR MESLEK? VE TEKN?K ANADOLU L?SES?&?MM?B Erkan Avc? Mesleki ve Teknik Anadolu Lisesi,,,,,,,
,Canada-BC,"Prince George, BC Canada",6403,,,,,,,Microsoft&D.P. TODD SECONDARY SCHOOL,,,,,,,
,Brazil,"São José dos Campos, SP Brazil",6404,,,,,,,Novelis/Rockwell Collins&EE Alceu Maynard Araújo,,,,,,,
,Canada-BC,"Salt Spring Island, BC Canada",6406,,,,,,,Country Grocer /Bellavance Welding Ltd./Island Marine Construction Ltd./Windsor Plywood/Gulf Islands Secondary Parent Advisory Council/Uptown Pizza/Celebrity Accents/Microsoft/FIRST Robotics&GULF ISLANDS SECONDARY SCHOOL,,,,,,,
,Mexico,"Chihuahua, CHH Mexico",6407,,,,,,,MasRobots&Universidad Tecmilenio campus Chihuahua,,,,,,,
,Canada-BC,"Port Moody, BC Canada",6408,,,,,,,Microsoft Canada&HERITAGE WOODS SECONDARY SCHOOL,,,,,,,
,Turkey,"Edirne, 22 Turkey",6409,,,,,,,Bahcesehir Okullari Lisesi,,,,,,,
,CA,"Salinas, CA USA",6410,,,,,,,Dave's Barbaque & Everett Alvarez High,,,,,,,
,UT,"Sandy, UT USA",6411,,,,,,,IM Flash Technologies/Argosy Foundation/Academy Mortgage/Canyons Education Foundation/The DODO Restaurant/Steve and Susan Philpott/Porcupine Pub & Grill/MedOne Capital/Mountain America Credit Union&Jordan High,,,,,,,
,IA,"Cedar Rapids, IA USA",6412,,,,,,,Metro High School,,,,,,,
,AZ,"Chandler, AZ USA",6413,,,,,,,NASA/Si Se Puede Foundation/Frontera Funds/Phoenix community Development and Investment Corporation /Arizona State University /TechShop/State Farm/Chandler Unified School District/Maricopa County Attorney's Office/General Motors & Family/Community,,,,,,,
,China,"Shenzhen, 44 China",6414,,,,,,,Xinyi Glass Coporation/Argosy Foundation&Shenzhen Foreign Languages School,,,,,,,
,Turkey,"Istanbul, 34 Turkey",6415,,,,,,,GULTEPE MESLEK VE TEKNIK L?SES?(GULTEPE TECNHNICAL HIGH SCHOOL),,,,,,,
,Turkey,"Büyükçekmece, 34 Turkey",6416,,,,,,,&MEV KOLEJ? ÖZEL BÜYÜKÇEKMECE OKULLARI,,,,,,,
,Switzerland,"Glarus, GL Switzerland",6417,,,,,,,"Glarner Regionalbank/Glarner Energie/Marti Engineering AG, Mitloedi /Landolt Naefels/SKS Rehab AG, Schwanden/Source Graphics GmbH/NORD Drivesystems/Zahnarztpraxis Dr. Michael Eberle/Baeckerei Gabriel/Goethe AG Metallwarenfabrik Glarus&Kantonsschule Glarus",,,,,,,
,CA,"San Francisco, CA USA",6418,,,,,,,Apple/MK Think/The Brin Wojcicki Foundation/Fluxion Biosciences/Goldieblox/Solidworks/The Butze Family/Empire Natural Gas & Family/Community,,,,,,,
,IA,"West Des Moines, IA USA",6419,,,,,,,NASA/Iowa Governor's STEM Advisory Council/John Deere/Scrum Tzu/West Des Moines Community Schools/City of West Des Moines & Valley High School,,,,,,,
,IA,"Muscatine, IA USA",6420,,,,,,,NASA/Iowa Governor's STEM Advisory Council/HNI Corporation -- Hon and Allsteel/Community Foundation of Greater Muscatine (CFGM)/John Deere/Monsanto/TEAM Staffing Solutions/Hoffmann Inc./Kent Corporation&Muscatine High School,,,,,,,
,WI,"Muskego, WI USA",6421,,,,,,,"Muskego Norway School District/Argosy Foundation/Carlisle Interconnect Technologies/Wisconsin Department of Public Instruction/The PST Group/Home Depot - Mukwonago #4921/Badger Meter/Engineering Specialists, Inc./PPG&Muskego High",,,,,,,
,NY,"Rocky Point, NY USA",6422,,,,,,,"North Atlantic Industries/Argosy Foundation/Tesla Science Center, Shoreham/North Shore Youth Council/Eagle Control&Family/Community",,,,,,,
,NY,"East Setauket, NY USA",6423,,,,,,,NASA & Ward Melville Senior High School,,,,,,,
,MO,"Knob Noster, MO USA",6424,,,,,,,NASA/Knob Noster Schools/Whiteman Air Force Base 509th Bomb Wing/W & M Steel/Waterloo/Northrop Grumman & Knob Noster High,,,,,,,
,MI,"Coldwater, MI USA",6425,,,,,,,Coldwater Board of Public Utilities/Michigan Department of Education/Sekisui Volteck/Southern Michigan Bank & Trust/Pepperco/Alro Steel&Coldwater High School,,,,,,,
,NC,"Durham, NC USA",6426,,,,,,,Compass Youth Center,,,,,,,
,MI,"Coopersville, MI USA",6428,,,,,,,Coopersville High School,,,,,,,
,Turkey,"Güzelbahçe, 35 Turkey",6429,,,,,,,Zorlu Holding A.?./Vestel A.?./Fiket Yüksel Foundation/EBILTEM-TTO/TORA Makina Kal?p ?malat A.?./TELESET Elektromekanik San. ve Tic. A.?.&Güzelbahçe Bahçe?ehir Fen Ve Teknoloji Lisesi,,,,,,,
,Turkey,"Eski?ehir, 26 Turkey",6430,,,,,,,Eski?ehir Geli?im High School For Science,,,,,,,
,Turkey,"Istanbul, 34 Turkey",6431,,,,,,,Hisar School,,,,,,,
,Australia,"Waverley, NSW Australia",6432,,,,,,,St Catherine's School,,,,,,,
,China,"Hangzhou, 33 China",6433,,,,,,,Hangzhou #4 High School,,,,,,,
,Australia,"Bossley Park, NSW Australia",6434,,,,,,,Bossley Park High School/Tripolis Civil Engineering/AARNET&Bossley Park High School,,,,,,,
,Turkey,"Istanbul, 34 Turkey",6435,,,,,,,Astra/Belta? Vakf? - Be?ikta? Belediyesi/?sotürk Yap?&Etiler Anadolu Lisesi,,,,,,,
,Turkey,"BASAKSEHIR, 34 Turkey",6436,,,,,,,BORSA ISTANBUL BASAKSEHIR MESLEK? VE TEKN?K ANADOLU LISESI,,,,,,,
,OR,"Portland, OR USA",6437,,,,,,,NASA/Autodesk/Mentor Graphics/Intel/Goodwill & Franklin High School,,,,,,,
,China,"Shanghai, 31 China",6439,,,,,,,Shanghai Shixi High School,,,,,,,
,Australia,"Orange, NSW Australia",6440,,,,,,,Canobolas Rural Technology High School,,,,,,,
,China,"Nanjing, 32 China",6441,,,,,,,Nanjing Foreign Language School & High School Affiliated to Nanjing Normal University,,,,,,,
,OR,"Pendleton, OR USA",6442,,,,,,,NASA & Pendleton High School,,,,,,,
,OR,"Hillsboro, OR USA",6443,,,,,,,Liberty High School,,,,,,,
,Mexico,"Chihuahua, CHH Mexico",6444,,,,,,,Instituto Tecnológico y de Estudios Superiores de Monterrey Campus Chihuahua,,,,,,,
,OR,"Salem, OR USA",6445,,,,,,,NASA & Career and Technical Education Center (CTEC),,,,,,,
,Australia,"Bingara, NSW Australia",6447,,,,,,,Bingara Central School,,,,,,,
,TX,"Austin, TX USA",6448,,,,,,,NASA/NXP&Lbj High School,,,,,,,
,Australia,"Warnbro, WA Australia",6449,,,,,,,LIving Waters Lutheran College,,,,,,,
,China,"Jinhua , 33 China",6450,,,,,,,Jinhua Foreign Language School,,,,,,,
,IN,"Whiteland, IN USA",6451,,,,,,,NASA/Rolls Royce/Endress Hauser/Schieber Family/Sherri Hartman Bookeeping/Indiana Realty Pros/Dow Aggrosciences/AndyMark & Whiteland Community High Sch,,,,,,,
,MN,"Kelliher, MN USA",6453,,,,,,,Society of Women Engineers/Agrosy Foundation&Kelliher Secondary,,,,,,,
,IA,"Waterloo, IA USA",6455,,,,,,,NASA & Columbus High School,,,,,,,
,OR,"Boring, OR USA",6456,,,,,,,Daimler/Mt. Hood Polaris/Creative Fences and Decks/Elite Car Audio/Rock Ranch/Rob Stephenson/Cynthia Aki&Oregon Trail Academy,,,,,,,
,UT,"West Valley City, UT USA",6457,,,,,,,NASA/Raytheon/First Robotics & Roots Charter High School,,,,,,,
,Canada-BC,"Surrey, BC Canada",6458,,,,,,,SEMIAHMOO SECONDARY SCHOOL,,,,,,,
,Turkey,"34, 34 Turkey",6459,,,,,,,Bilin Software/QNB Finansbank/IB Tech/Mercedes-Benz/Fikret Yuksel Foundation/Delta Regulator/I??l Tekstil/OKULSER Turizm/FibaBank/Kurto?lu Alüminyum/Çukurova Engineering/Mode-Tech/Alaturka Digital/Sigma Mühendislik/Formaram&ALKEV Schools,,,,,,,
,OH,"Mansfield, OH USA",6460,,,,,,,Family/Community & NASA,,,,,,,
,Canada-ON,"Wingham, ON Canada",6461,,,,,,,FIRST Robotics Canada/McGavin Farm Equipment/D and D Automation/Ideal Supply&F.E. MADILL SECONDARY SCHOOL,,,,,,,
,OK,"Edmond, OK USA",6462,,,,,,,NASA & Family/Community,,,,,,,
,NY,"Port Ewen, NY USA",6463,,,,,,,NASA/NY Tech Valley FIRST/Ulster BOCES & Ulster Boces,,,,,,,
,OK,"Seminole, OK USA",6464,,,,,,,NASA & Seminole Hs,,,,,,,
,OR,"Bend, OR USA",6465,,,,,,,NASA/First Tech Federal Credit Union & Cascades Academy of Central Oregon,,,,,,,
,IA,"Lenox, IA USA",6467,,,,,,,Lenox High School,,,,,,,
,FL,"Ponte Vedra, FL USA",6468,,,,,,,Faux Paws- St. Augustine Florida/Tata Consultancy Services/State of Florida/FIRST Robotics/Stellar Academy of Engineering/Foray Investment Group&Allen D Nease Senior High School,,,,,,,
,GA,"Leesburg, GA USA",6471,,,,,,,NASA & Lee County High School,,,,,,,
,Turkey,"uskudar, 34 Turkey",6472,,,,,,,Turkish Airlines Technic/MK Medya Reklamc?l?k/E.M.A.S/Subas? Customs Brokerage/Istanbul Gelisim University/Istanbul Chamber of Commerce/Uskudar City Hall&Haydarpa?a Mesleki ve Teknik Anadolu Lisesi,,,,,,,
,FL,"Orlando, FL USA",6473,,,,,,,Boys & Girls Clubs of America,,,,,,,
,CA,"Fairfield, CA USA",6474,,,,,,,NASA/Genentech/Vanden Robotics Foundation/Tencate Advanced Composites/Google/Grange and Armijo Robotics Foundation & Armijo High,,,,,,,
,Australia,"Connabarabran, NSW Australia",6476,,,,,,,Connabarabran High School,,,,,,,
,AZ,"Phoenix, AZ USA",6479,,,,,,,NASA/BAE Systems/Integrated Device Technology Inc/Jan's Inc./Copper State Bolt & Nut Company/Industrial Metal Supply Co./Dassault Systèmes SOLIDWORKS Corp. & Corona Del Sol High School,,,,,,,
,MN,"Minneapolis, MN USA",6480,,,,,,,NASA/ General Dynamics Mission Systems&Sage Academy Charter School,,,,,,,
,Canada-ON,"Parkhill, ON Canada",6481,,,,,,,"Argosy Foundation Rookie Grant/FIRST Canada Rookie Grant/Thames Valley District School Board/Lions Club of Parkhill/BDM Millwrights/Meridian Lightweight Technologies Inc./North Middlesex District High School/Cargill Canada/Mitchell's Home Building Centre/Nicholson Builders, Inc./Brian Gregory Heating, Cooling and Air Quality, Inc./Mainstreet Credit Union/CIBC - Parkhill/Commonwealth Financial/Dortman's/Mr. Kelly/Mr. Twynstra/New-Life Mills/Joe Nirta/Royal Canadian Legion of Parkhill/Siemens/Union Gas/South End Trucking/Town and Country Insurance/School House Restaurant&NORTH MIDDLESEX DISTRICT HIGH SCHOOL",,,,,,,
,AZ,"Joseph City, AZ USA",6482,,,,,,,AZFirst/Steve Sanghi Family Foundation/James. A. Unruh Family Foundation/Gervasio & Associates&Joseph City High School,,,,,,,
,Mexico,"juarez, CHH Mexico",6483,,,,,,,Universidad Tec Milenio campus Ciudad Juarez,,,,,,,
,NY,"Greenwich, NY USA",6484,,,,,,,NASA/Fort Miller Group/Battenkill Fiber/McPhilips Insurance/Knights of Columbus/Hallam-ICS/Greenwich Teachers Assocation/Tech Valley First/Phantom Lab & Greenwich Junior-Senior High School,,,,,,,
,Canada-BC,"Surrey, BC Canada",6485,,,,,,,L A Matheson Secondary School,,,,,,,
,China,"Shanghai, 31 China",6487,,,,,,,Shanghai Foreign Language School Affiliated To SISU & Shanghai Foreign Language School Affiliated To SISU,,,,,,,
,TX,"Houston, TX USA",6488,,,,,,,NASA/Woodgroup Mustang Engineering/Texas Workforce Commission & Mayde Creek H S,,,,,,,
,LA,"Zachary, LA USA",6489,,,,,,,NASA/Entergy & Zachary High School,,,,,,,
,NY,"Geneva, NY USA",6490,,,,,,,Wychoff Foundation/Sidco Filter Corp&Geneva High School,,,,,,,
,AL,"Fairhope, AL USA",6491,,,,,,,"International Vehicle Research, Inc./Bill Isherwood/Johnny Doo&Family/Community",,,,,,,
,AR,"Pangburn, AR USA",6492,,,,,,,Pangburn High School,,,,,,,
,MI,"University Center, MI USA",6493,,,,,,,Michigan Department of Education/Dow Chemical/Argosy FRC Rookie Grant/Nexteer&Great Lakes Bay Early College,,,,,,,
,China,"Shanghai, 31 China",6494,,,,,,,Shanghai Jianping High School,,,,,,,
,IN,"Newburgh, IN USA",6498,,,,,,,NASA & Castle High School,,,,,,,
,CA,"Orange, CA USA",6499,,,,,,,NASA & Family/Community,,,,,,,
,NC,"Raleigh, NC USA",6500,,,,,,,NASA/United Therapeutics/John Deere & Millbrook High,,,,,,,
,NC,"Durham, NC USA",6502,,,,,,,NASA/University of Washington & Durham Academy,,,,,,,
,WA,"Seattle, WA USA",6503,,,,,,,Seattle World School,,,,,,,
,VA,"Falls Church, VA USA",6504,,,,,,,"DODStem/AFCEA/Teachers, Parents, Coaches and Mentors&Falls Church High",,,,,,,
,DC,"Washington, DC USA",6505,,,,,,,DoDSTEM & Washington Math Science Tech Pcs,,,,,,,
,CA,"Salinas, CA USA",6506,,,,,,,Salinas High,,,,,,,
,Mexico,"Reynosa, TAM Mexico",6507,,,,,,,ARGOSY FOUNDATION /BOEING & Universidad TecMilenio Campus Reynosa,,,,,,,
,Australia,"Port Macquarie, NSW Australia",6508,,,,,,,Hastings Secondary College Westport Campus,,,,,,,
,Australia,"Gosnells, WA Australia",6509,,,,,,,Souther River College,,,,,,,
,Australia,"Pymble, NSW Australia",6510,,,,,,,Pymble Ladies College/Pymble Ladies College Ex-Student Union/Ultraflex&Pymble Ladies' College,,,,,,,
,India,"Mumbai, MH India",6511,,,,,,,Oberoi International School,,,,,,,
,NC,"Bolivia, NC USA",6512,,,,,,,Argosy Foundation/American Nuclear Society/Archer Daniels Midland/Duke Energy/Brunswick Electric Membership Corporation/Brunswick County Schools&Family/Community,,,,,,,
,Canada-ON,"Woodbridge, ON Canada",6513,,,,,,,HD Supply - Brafasco - Concord/North Canadian Tools/Gama Engineering/Briar Group Air Systems/Rajpura Transport/Tokyo Auto Collision/Fotowurx/Dr. Fabio D'Ambrosi/Gary Machado&Woodbridge College,,,,,,,
,Canada-ON,"Sutton West, ON Canada",6514,,,,,,,SUTTON DISTRICT HIGH SCHOOL,,,,,,,
,CA,"Calexico, CA USA",6515,,,,,,,Calexico High,,,,,,,
,TN,"Knoxville, TN USA",6517,,,,,,,Knox County School District/Argosy Foundation/Alcoa Aluminum/DeRoyal/DeRoyal/Consolidated Nuclear Systems/Jupiter Entertainment/UT-Batelle (ORNL)&South Doyle High School,,,,,,,
,AZ,"Phoenix, AZ USA",6518,,,,,,,NASA/AZ FIRST/Bolle/A Quality Electric & Boulder Creek High School,,,,,,,
,NV,"Las Vegas, NV USA",6519,,,,,,,"Argosy Foundation/Performance Contracting, Inc./Marnell Companies, LLC/Bombard Electric, LLC/Nevada Precision Sheet Metal & Southwest Career and Technical Academy",,,,,,,
,Vietnam,"hanoi, HN Vietnam",6520,,,,,,,Hanoi-Amsterdam High School for the Gifted,,,,,,,
